Sample_ID,Moisture (%),Time (day),Temperature (°C),pH,Risk_Level,Rule_Source,Data_Type
P0208,27.0,8,25.0,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0209,28.0,8,25.0,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0210,28.5,8,25.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0211,31.5,8,25.0,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0212,31.5,8,25.0,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0213,32.0,8,25.0,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0214,32.5,8,25.0,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0215,33.0,8,25.0,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0216,25.5,8,25.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0217,26.5,8,25.5,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0218,27.5,8,25.5,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0219,27.5,8,25.5,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0220,28.0,8,25.5,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0221,30.0,8,25.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0222,30.0,8,25.5,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0223,30.0,8,25.5,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0224,34.0,8,25.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0225,34.0,8,25.5,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0226,26.5,8,26.0,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0227,29.0,8,26.0,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0228,29.0,8,26.0,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0229,30.0,8,26.0,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0230,31.0,8,26.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0231,31.5,8,26.0,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0232,32.0,8,26.0,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0233,33.5,8,26.0,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0234,34.5,8,26.0,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0235,26.0,8,26.5,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0236,28.0,8,26.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0237,28.5,8,26.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0238,29.0,8,26.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0239,29.5,8,26.5,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0240,29.5,8,26.5,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0241,31.0,8,26.5,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0242,32.0,8,26.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0243,32.0,8,26.5,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0244,32.0,8,26.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0245,34.5,8,26.5,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0246,26.0,8,27.0,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0247,27.0,8,27.0,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0248,27.5,8,27.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0249,28.5,8,27.0,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0250,30.0,8,27.0,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0251,33.0,8,27.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0252,25.5,8,27.5,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0253,26.0,8,27.5,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0254,27.0,8,27.5,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0255,27.5,8,27.5,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0256,29.0,8,27.5,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0257,30.5,8,27.5,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0258,33.0,8,27.5,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0259,34.0,8,27.5,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0260,25.5,8,28.0,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0261,27.5,8,28.0,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0262,28.0,8,28.0,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0263,28.5,8,28.0,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0264,30.5,8,28.0,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0265,31.0,8,28.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0266,33.5,8,28.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0267,27.0,8,28.5,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0268,27.5,8,28.5,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0269,28.0,8,28.5,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0270,29.0,8,28.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0271,29.5,8,28.5,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0272,29.5,8,28.5,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0273,30.5,8,28.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0274,30.5,8,28.5,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0275,31.0,8,28.5,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0276,34.0,8,28.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0277,25.5,8,29.0,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0278,26.0,8,29.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0279,26.5,8,29.0,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0280,27.0,8,29.0,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0281,27.0,8,29.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0282,30.5,8,29.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0283,31.5,8,29.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0284,32.0,8,29.0,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0285,33.0,8,29.0,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0286,34.0,8,29.0,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0287,35.0,8,29.0,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0288,27.0,8,29.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0289,27.5,8,29.5,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0290,30.0,8,29.5,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0291,30.5,8,29.5,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0292,31.5,8,29.5,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0293,31.5,8,29.5,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0294,32.5,8,29.5,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0295,33.0,8,29.5,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0296,34.5,8,29.5,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0297,26.5,8,30.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0298,29.5,8,30.0,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0299,30.5,8,30.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0300,32.0,8,30.0,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0301,32.0,8,30.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0302,34.5,8,30.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0303,26.5,9,25.0,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0304,28.5,9,25.0,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0305,28.5,9,25.0,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0306,29.5,9,25.0,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0307,30.5,9,25.0,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0308,33.0,9,25.0,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0309,33.5,9,25.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0310,34.0,9,25.0,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0311,35.0,9,25.0,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0312,25.5,9,25.5,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0313,27.5,9,25.5,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0314,27.5,9,25.5,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0315,29.0,9,25.5,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0316,29.0,9,25.5,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0317,30.0,9,25.5,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0318,30.0,9,25.5,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0319,31.5,9,25.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0320,32.0,9,25.5,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0321,34.0,9,25.5,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0322,26.5,9,26.0,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0323,26.5,9,26.0,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0324,27.5,9,26.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0325,31.5,9,26.0,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0326,32.5,9,26.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0327,33.0,9,26.0,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0328,34.5,9,26.0,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0329,35.0,9,26.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0330,25.5,9,26.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0331,27.5,9,26.5,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0332,28.0,9,26.5,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0333,29.5,9,26.5,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0334,30.5,9,26.5,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0335,31.5,9,26.5,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0336,32.5,9,26.5,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0337,34.0,9,26.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0338,25.5,9,27.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0339,29.0,9,27.0,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0340,33.5,9,27.0,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0341,34.5,9,27.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0342,34.5,9,27.0,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0343,26.5,9,27.5,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0344,26.5,9,27.5,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0345,28.5,9,27.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0346,29.5,9,27.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0347,31.0,9,27.5,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0348,31.0,9,27.5,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0349,33.5,9,27.5,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0350,26.0,9,28.0,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0351,26.0,9,28.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0352,26.0,9,28.0,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0353,28.5,9,28.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0354,29.0,9,28.0,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0355,30.0,9,28.0,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0356,30.5,9,28.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0357,31.0,9,28.0,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0358,31.5,9,28.0,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0359,32.5,9,28.0,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0360,33.0,9,28.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0361,34.0,9,28.0,5.4,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0362,35.0,9,28.0,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0363,26.0,9,28.5,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0364,28.0,9,28.5,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0365,28.5,9,28.5,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0366,32.0,9,28.5,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0367,33.0,9,28.5,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0368,34.0,9,28.5,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0369,26.0,9,29.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0370,27.0,9,29.0,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0371,27.0,9,29.0,5.9,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0372,27.5,9,29.0,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0373,27.5,9,29.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0374,29.0,9,29.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0375,29.5,9,29.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0376,30.5,9,29.0,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0377,31.0,9,29.0,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0378,31.0,9,29.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0379,32.5,9,29.0,5.6,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0380,33.5,9,29.0,5.8,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0381,25.5,9,29.5,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0382,28.0,9,29.5,5.3,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0383,28.0,9,29.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0384,31.0,9,29.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0385,31.5,9,29.5,5.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0386,32.0,9,29.5,5.5,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0387,32.0,9,29.5,5.7,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0388,32.5,9,29.5,5.1,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0389,32.5,9,29.5,5.2,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0390,35.0,9,29.5,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
P0391,25.5,9,30.0,6.0,Very High,"Moisture >25%, 6–15 days, 25–30°C, pH 5.0–6.0",Prototype/Literature-based
